fare_amount,key
8.933088588760468,2015-01-27 13:08:24.0000002
10.922953388368112,2015-01-27 13:08:24.0000003
7.9932212622121686,2011-10-08 11:53:44.0000002
7.990044352901299,2012-12-01 21:12:12.0000002
13.893325159163076,2012-12-01 21:12:12.0000003
9.803389597908692,2012-12-01 21:12:12.0000005
5.46288962145619,2011-10-06 12:10:20.0000001
48.78589964198628,2011-10-06 12:10:20.0000003
11.467514648372912,2011-10-06 12:10:20.0000002
7.717656821616917,2014-02-18 15:22:20.0000002
8.87396944869024,2014-02-18 15:22:20.0000003
18.532260950931864,2014-02-18 15:22:20.0000001
4.861610242781355,2010-03-29 20:20:32.0000002
6.407349584544148,2010-03-29 20:20:32.0000001
6.554218938096357,2011-10-06 03:59:12.0000002
10.585098570820739,2011-10-06 03:59:12.0000001
8.128477049184493,2012-07-15 16:45:04.0000006
7.939740110936231,2012-07-15 16:45:04.0000002
8.412511745197737,2012-07-15 16:45:04.0000003
4.888431946700878,2012-07-15 16:45:04.0000004
6.636726102083809,2014-10-29 02:09:56.0000001
8.584991306190993,2014-06-14 13:39:00.00000010
8.217561483292926,2014-06-14 13:39:00.00000060
7.88855417679718,2014-06-14 13:39:00.00000087
18.050156758909708,2014-06-14 13:39:00.00000050
6.836253480033173,2014-06-14 13:39:00.0000003
24.94660741786049,2014-06-14 13:39:00.000000158
25.088908371779127,2014-06-14 13:39:00.00000015
6.03608470961632,2014-06-14 13:39:00.00000073
15.718868764817808,2014-06-14 13:39:00.00000077
8.831766273066052,2014-06-14 13:39:00.000000145
6.643227167099703,2014-06-14 13:39:00.00000079
6.067472061356913,2014-06-14 13:39:00.000000121
12.673237723013798,2014-06-14 13:39:00.00000021
7.93114021714257,2014-06-14 13:39:00.0000005
7.218379186368571,2014-06-14 13:39:00.000000165
6.486601969830938,2014-06-14 13:39:00.000000184
6.608880518296683,2014-06-14 13:39:00.00000059
9.456212455604486,2014-06-14 13:39:00.00000070
5.023744714068171,2014-06-14 13:39:00.00000068
17.929696921880172,2014-06-14 13:39:00.000000133
10.676449175087805,2014-06-14 13:39:00.000000128
17.794184036008268,2014-06-14 13:39:00.000000136
12.212411371570528,2014-06-14 13:39:00.00000017
6.586947134773824,2014-06-14 13:39:00.000000111
11.510191194730387,2014-06-14 13:39:00.000000115
6.263582395638524,2014-06-14 13:39:00.000000168
8.187838315745205,2014-06-14 13:39:00.00000031
7.084859732615886,2014-06-14 13:39:00.000000116
5.683140539817131,2014-06-14 13:39:00.00000051
12.901832985356066,2014-06-14 13:39:00.000000193
14.347964564463624,2014-06-14 13:39:00.000000132
21.37224863121071,2014-06-14 13:39:00.000000167
6.643287797912963,2014-06-14 13:39:00.00000044
6.858429200238937,2014-06-14 13:39:00.000000138
14.34756027488002,2014-06-14 13:39:00.00000066
9.809707434418367,2014-06-14 13:39:00.00000063
11.757322536976567,2014-06-14 13:39:00.000000154
13.813472299675851,2014-06-14 13:39:00.00000097
13.639835338180303,2014-06-14 13:39:00.00000067
7.175860688974767,2014-06-14 13:39:00.000000179
11.93704819983498,2014-06-14 13:39:00.00000092
6.259959366832093,2014-06-14 13:39:00.00000029
6.31872457693245,2014-06-14 13:39:00.000000177
7.190454015630003,2014-06-14 13:39:00.000000192
5.883435262331772,2014-06-14 13:39:00.000000181
10.020340834226968,2014-06-14 13:39:00.000000120
5.824297970878724,2014-06-14 13:39:00.0000008
6.029547692025305,2014-06-14 13:39:00.000000103
17.33182806842867,2014-06-14 13:39:00.00000049
6.948069489984757,2014-06-14 13:39:00.000000108
6.485842630299427,2014-06-14 13:39:00.00000072
11.338009267832168,2014-06-14 13:39:00.000000182
6.030833653005876,2014-06-14 13:39:00.00000061
8.862918301899967,2014-06-14 13:39:00.00000093
12.94120412160764,2014-06-14 13:39:00.000000170
49.42095934353325,2014-06-14 13:39:00.000000147
6.231349884665163,2014-06-14 13:39:00.000000140
8.009562284245394,2014-06-14 13:39:00.000000159
5.296189321997054,2014-06-14 13:39:00.00000012
7.0316097548931165,2014-06-14 13:39:00.00000025
5.881860715970769,2014-06-14 13:39:00.000000156
8.377399596131323,2014-06-14 13:39:00.000000152
10.523781533128865,2014-06-14 13:39:00.000000129
18.777238513975213,2014-06-14 13:39:00.000000119
5.567203656710522,2014-06-14 13:39:00.000000118
5.300546880967456,2014-06-14 13:39:00.00000076
7.849021685488747,2014-06-14 13:39:00.000000135
23.051289492135073,2014-06-14 13:39:00.00000023
9.726270736238043,2014-06-14 13:39:00.00000082
10.756492973270559,2014-06-14 13:39:00.000000125
9.172439896647159,2014-06-14 13:39:00.00000075
7.107437577571957,2014-06-14 13:39:00.000000124
6.945620533033162,2014-06-14 13:39:00.000000172
15.837627173048766,2014-06-14 13:39:00.00000024
14.179786277916403,2014-06-14 13:39:00.000000169
12.471545851333195,2014-06-14 13:39:00.00000052
14.791585570813805,2014-06-14 13:39:00.000000161
9.068016854482767,2014-06-14 13:39:00.00000038
11.975165859790724,2014-06-14 13:39:00.00000035
12.487139533557912,2014-06-14 13:39:00.00000053
7.074928609939184,2014-06-14 13:39:00.000000183
56.58904323918118,2014-06-14 13:39:00.000000131
8.074452194325834,2014-06-14 13:39:00.000000180
11.120280722439798,2014-06-14 13:39:00.000000130
7.965880441456033,2014-06-14 13:39:00.00000032
13.68215966382588,2014-06-14 13:39:00.000000148
11.227669701458826,2014-06-14 13:39:00.0000007
10.913194580777583,2014-06-14 13:39:00.00000095
37.95723548055213,2014-06-14 13:39:00.000000144
30.62070996636625,2014-06-14 13:39:00.000000141
21.63648586984378,2014-06-14 13:39:00.000000162
11.173969580247569,2014-06-14 13:39:00.00000018
10.883877693106129,2014-06-14 13:39:00.00000054
6.933931263043323,2014-06-14 13:39:00.00000040
6.381262881799572,2014-06-14 13:39:00.00000096
28.835051640797467,2014-06-14 13:39:00.00000055
8.778267984484499,2014-06-14 13:39:00.000000109
8.350685990021658,2014-06-14 13:39:00.000000151
11.225845591429724,2014-06-14 13:39:00.00000016
11.110277317886155,2014-06-14 13:39:00.00000062
10.090896175263143,2014-06-14 13:39:00.000000191
9.83992028555118,2014-06-14 13:39:00.00000034
8.766902335323637,2014-06-14 13:39:00.000000160
6.481556373134636,2014-06-14 13:39:00.00000013
8.52932859789024,2014-06-14 13:39:00.000000188
8.38735962152379,2014-06-14 13:39:00.00000086
10.876271863880461,2014-06-14 13:39:00.000000185
9.609141965259088,2014-06-14 13:39:00.00000074
18.851502077381582,2014-06-14 13:39:00.00000022
5.844238892979625,2014-06-14 13:39:00.00000036
7.537870916343737,2014-06-14 13:39:00.000000126
7.040238357207368,2014-06-14 13:39:00.000000190
6.378452496082026,2014-06-14 13:39:00.00000042
7.557518034044026,2014-06-14 13:39:00.000000178
6.052183102914717,2014-06-14 13:39:00.000000163
13.106252736965006,2014-06-14 13:39:00.00000020
6.444049153625828,2014-06-14 13:39:00.00000098
22.367688772760438,2014-06-14 13:39:00.000000114
8.75785018304147,2014-06-14 13:39:00.00000045
5.560733895268564,2014-06-14 13:39:00.00000094
9.889305015995888,2014-06-14 13:39:00.000000146
10.82969338046971,2014-06-14 13:39:00.00000033
6.266783387581469,2014-06-14 13:39:00.000000143
7.529106438919415,2014-06-14 13:39:00.000000107
9.361857555409426,2014-06-14 13:39:00.00000048
13.622459888311074,2014-06-14 13:39:00.00000043
9.732325770028154,2014-06-14 13:39:00.000000123
9.875516419358494,2014-06-14 13:39:00.000000134
6.547945829881744,2014-06-14 13:39:00.000000142
11.763925835935753,2014-06-14 13:39:00.000000122
11.287431334351302,2014-06-14 13:39:00.000000176
6.128447878424604,2011-12-12 09:42:12.0000004
4.547628204595821,2011-12-12 09:42:12.0000002
11.135758072154196,2011-12-12 09:42:12.0000001
5.821277057739707,2011-12-12 09:42:12.0000003
7.307909598731634,2011-12-12 09:42:12.0000005
18.516368414306353,2013-06-27 00:20:40.0000001
11.982691168362031,2013-06-27 00:20:40.0000003
